"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3";"usborn";"iswhite"
"64";NA;"ms";"pro-first";7;7;6;8;7;6;5;5;5;5;"3";"3";"2";"4";"3";"2";"1";"1";"4";"4";"1";"1";"2";"4";"3";"1";"2";"1";"1";"1";"1";"2";"3";"1";"1";"3";"2";"2";"2";"1";"1";"3";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"3";"2";"2";"1";"2";"5";"1";"4";7;"0";1;"vcu";"vcu";7;5;2;TRUE;FALSE;FALSE;1;0
"65";NA;"ms";"pro-first";7;6;5;6;7;6;5;7;4;7;"2";"3";"3";"2";"3";"3";"2";"1";"4";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"3";"3";"1";"1";"4";"4";"2";"1";"3";"5";"1";"1";"2";"3";"2";"2";"3";"4";"2";"1";"3";"2";"1";"3";"2";"1";"1";"2";"1";"4";"1";"2";"1";"3";"2";"3";"3";"3";"1";"1";"3";"1";"1";7;"0";1;"vcu";"vcu";6;6;0;TRUE;TRUE;TRUE;1;1
"66";NA;"tv";"anti-first";5;5;4;5;5;6;7;3;2;2;"2";"4";"2";"1";"4";"2";"3";"1";"2";"2";"2";"4";"2";"4";"5";"1";"4";"2";"3";"3";"3";"2";"5";"2";"3";"2";"2";"4";"4";"1";"4";"3";"5";"1";"3";"2";"2";"2";"1";"1";"4";"2";"1";"5";"2";"4";"2";"3";"3";"2";"2";"1";"4";"4";"3";"1";"2";"1";"5";"2";"1";"2";1;"0";1;"vcu";"vcu";4,66666666666667;2,33333333333333;2,33333333333333;TRUE;FALSE;FALSE;1;0
"67";NA;"tv";"anti-first";6;6;7;6;6;5;3;6;7;6;"3";"1";"1";"1";"1";"4";"1";"1";"4";"1";"3";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"4";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"4";"2";"1";"1";"1";"2";"1";"1";"3";"1";"1";"1";6;"0";1;"vcu";"vcu";6,33333333333333;6,33333333333333;0;TRUE;TRUE;FALSE;1;1
"68";NA;"tv";"pro-first";7;8;9;9;9;9;8;8;8;9;"1";"1";"2";"1";"1";"3";"1";"1";"5";"1";"1";"1";"1";"4";"1";"1";"2";"2";"1";"2";"1";"1";"3";"1";"1";"3";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"3";"2";"1";"2";"1";"2";"1";"1";"2";"3";"1";"3";"1";"2";"1";"1";"5";"1";"1";"2";"1";"1";"2";8;"0";1;"vcu";"vcu";9;8,33333333333333;0,666666666666666;TRUE;FALSE;FALSE;1;0
"69";NA;"tv";"pro-first";7;7;7;8;8;5;4;6;5;6;"3";"1";"1";"1";"1";"1";"1";"2";"3";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"3";"1";"1";"2";"3";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"3";"1";"4";"1";"1";"1";"1";6;"0";1;"vcu";"vcu";7,66666666666667;5,66666666666667;2;TRUE;TRUE;FALSE;1;1
"70";NA;"tv";"pro-first";8;8;9;8;8;8;7;7;7;7;"3";"2";"4";"2";"4";"4";"1";"3";"3";"1";"3";"1";"1";"3";"1";"1";"3";"1";"2";"1";"4";"1";"3";"2";"1";"4";"3";"5";"4";"3";"3";"1";"3";"2";"4";"1";"5";"4";"1";"3";"1";"1";"4";"1";"3";"1";"1";"4";"4";"4";"3";"3";"4";"1";"1";"3";"1";"3";"3";"2";"1";"2";8;"0";1;"vcu";"vcu";8,33333333333333;7;1,33333333333333;TRUE;FALSE;FALSE;1;0
"71";NA;"ms";"pro-first";8;7;7;8;7;1;1;5;1;3;"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"6";5;"0";1;"vcu";"vcu";7,33333333333333;3;4,33333333333333;TRUE;FALSE;FALSE;1;0
"72";NA;"tv";"anti-first";7;4;6;7;6;7;7;4;6;7;"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";3;"0";1;"vcu";"vcu";6,33333333333333;5,66666666666667;0,666666666666666;TRUE;TRUE;FALSE;1;1
"73";NA;"ms";"pro-first";7;8;8;7;7;6;6;6;7;7;"4";"1";"4";"1";"1";"3";"2";"3";"4";"1";"3";"5";"1";"3";"2";"1";"2";"1";"2";"1";"4";"1";"3";"1";"1";"4";"3";"4";"4";"2";"1";"1";"1";"2";"3";"1";"4";"5";"1";"4";"2";"1";"3";"1";"3";"1";"1";"4";"4";"3";"4";"3";"4";"1";"1";"4";"1";"2";"2";"1";"1";"1";7;"0";1;"vcu";"vcu";7,33333333333333;6,66666666666667;0,666666666666666;TRUE;TRUE;TRUE;1;1
"74";NA;"tv";"pro-first";7;6;6;7;7;7;8;6;6;7;"2";"1";"4";"1";"1";"4";"1";"2";"4";"1";"1";"1";"1";"2";"1";"1";"2";"1";"3";"2";"2";"1";"2";"2";"1";"2";"1";"3";"3";"2";"1";"1";"1";"3";"2";"1";"3";"2";"1";"3";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"4";"2";"1";"1";"1";"3";"2";"3";"1";"3";"1";"1";3;"0";1;"vcu";"vcu";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"75";NA;"ms";"pro-first";8;9;5;8;8;7;4;6;5;5;"3";"2";"2";"3";"1";"2";"2";"2";"4";"4";"3";"2";"3";"5";"2";"2";"4";"2";"2";"1";"3";"4";"5";"3";"1";"3";"3";"4";"2";"3";"2";"3";"1";"2";"2";"2";"2";"2";"4";"3";"2";"2";"3";"2";"3";"1";"4";"2";"5";"2";"2";"2";"3";"2";"3";"4";"2";"3";"5";"3";"2";"6";7;"0";1;"vcu";"vcu";7;5,33333333333333;1,66666666666667;TRUE;FALSE;FALSE;0;0
"76";NA;"tv";"anti-first";7;9;7;5;7;5;3;6;5;6;"4";"1";"4";"1";"1";"5";"1";"4";"5";"1";"3";"1";"1";"3";"1";"1";"1";"2";"1";"1";"3";"1";"3";"1";"2";"4";"3";"4";"4";"1";"1";"1";"1";"1";"4";"1";"5";"5";"1";"5";"1";"1";"5";"1";"4";"1";"1";"4";"1";"3";"5";"4";"1";"1";"1";"5";"1";"1";"1";"1";"1";"4";7;"0";1;"vcu";"vcu";6,33333333333333;5,66666666666667;0,666666666666666;TRUE;FALSE;FALSE;1;0
"1";"3/17/2017";"tv";"anti-first";5;8;4;9;3;7;6;5;7;4;"1";"1";"2";"1";"1";"5";"1";"3";"4";"1";"1";"1";"1";"4";"1";"1";"3";"1";"3";"1";"1";"1";"4";"1";"2";"1";"1";"4";"3";"1";"1";"1";"1";"5";"1";"1";"4";"4";"1";"3";"1";"1";"2";"1";"1";"1";"1";"4";"1";"1";"3";"2";"1";"1";"1";"4";"1";"1";"3";"1";"1";"1";3;"0";1;"byui";"byui";5,33333333333333;5,33333333333333;0;TRUE;TRUE;FALSE;1;1
"2";"3/17/2017";"tv";"pro-first";7;8;7;7;6;4;5;6;5;6;"3";"4";"5";"2";"2";"5";"4";"4";"5";"5";"4";"5";NA;"3";"5";NA;NA;"4";"5";"3";"4";NA;"3";"2";"4";"4";"3";"4";"2";NA;"1";"4";NA;"5";"2";"4";"2";"4";NA;"5";"1";"3";"1";NA;"4";"1";NA;"4";"5";"4";"5";"4";"2";"3";"5";"5";"3";"5";"3";"4";"2";"4";8;"0";1;"byui";"byui";6,66666666666667;5,66666666666667;1;TRUE;FALSE;FALSE;0;0
"3";"3/17/2017";"ms";"anti-first";8;9;8;8;8;4;3;4;2;2;"4";"2";"4";"2";"2";"3";"2";"3";"3";"2";"3";"3";"2";"2";"2";"2";"2";"2";"3";"2";"3";"2";"2";"2";"2";"4";"4";"4";"4";"1";"3";"2";"2";"3";"3";"2";"2";"4";"4";"3";"3";"2";"3";"2";"3";"2";"2";"5";"2";"4";"3";"4";"4";"2";"2";"4";"2";"1";"2";"2";"1";"1";9;"0";1;"byui";"byui";8;2,66666666666667;5,33333333333333;TRUE;TRUE;TRUE;1;1
"4";"3/17/2017";"ms";"pro-first";9;9;8;9;8;4;5;6;4;4;"2";"1";"2";"1";"1";"5";"1";"3";"5";"1";"3";"1";"1";"2";"1";"2";"1";"3";"1";"1";"1";"1";"3";"1";"2";"4";"2";"3";"4";"2";"1";"1";"1";"1";"2";"1";"4";"5";"1";"4";"1";"1";"2";"1";"2";"1";"1";"4";"3";"3";"4";"2";"3";"1";"1";"5";"1";"2";"1";"1";"1";"1";8;"0";1;"byui";"byui";8,33333333333333;4,66666666666667;3,66666666666667;TRUE;TRUE;TRUE;1;1
"5";"3/17/2017";"tv";"pro-first";6;6;5;7;4;4;3;4;4;3;"3";"1";"5";"2";"1";"4";"2";"4";"4";"1";"4";"1";"1";"3";"1";"1";"1";"2";"1";"1";"3";"1";"3";"2";"1";"3";"3";"4";"4";"1";"1";"1";"1";"2";"2";"1";"4";"4";"2";"4";"1";"1";"3";"1";"3";"1";"1";"4";"2";"3";"3";"4";"3";"1";"1";"4";"3";"1";"3";"2";"1";"1";9;"0";1;"byui";"byui";5,33333333333333;3,66666666666667;1,66666666666667;TRUE;TRUE;TRUE;1;1
"6";"3/17/2017";"ms";"anti-first";6;7;7;8;7;7;6;7;5;7;"3";"2";"2";"1";"1";"4";"1";"2";"2";"3";"2";"2";"3";"4";"3";"3";"2";"2";"1";"3";"1";"1";"4";"1";"1";"2";"3";"3";"3";"3";"1";"1";"3";"1";"2";"1";"2";"2";"1";"3";"4";"2";"3";"2";"1";"3";"1";"3";"2";"3";"3";"2";"3";"2";"2";"3";"1";"3";"2";"1";"1";"1";8;"0";1;"byui";"byui";7,33333333333333;6,33333333333333;1;TRUE;TRUE;TRUE;1;1
"7";"3/17/2017";"tv";"anti-first";4;4;6;5;6;5;6;5;5;5;"2";"4";"3";"1";"1";"5";"1";"2";"5";"1";"2";"1";"3";"3";"2";"1";"1";"3";"4";"3";"5";"1";"3";"5";"3";"2";"1";"5";"3";"2";"1";"5";"1";"5";"1";"1";"5";"5";"1";"3";"1";"1";"1";"1";"3";"1";"1";"3";"3";"3";"3";"4";"5";"1";"1";"5";"1";"1";"3";"1";"1";"1";5;"0";1;"byui";"byui";5,66666666666667;5;0,666666666666667;TRUE;TRUE;FALSE;1;1
"8";"3/17/2017";"ms";"pro-first";7;8;8;8;7;5;4;6;4;5;"4";"1";"3";"1";"1";"3";"3";"3";"4";"2";"4";"1";"1";"2";"3";"1";"2";"1";"2";"1";"3";"2";"2";"1";"2";"4";"4";"3";"3";"2";"1";"1";"1";"2";"2";"2";"3";"3";"2";"4";"1";"1";"3";"1";"3";"1";"1";"3";"1";"2";"3";"3";"3";"1";"2";"4";"1";"2";"2";"1";"1";"1";8;"0";1;"byui";"byui";7,66666666666667;5;2,66666666666667;TRUE;TRUE;TRUE;1;1
"9";"3/17/2017";"ms";"anti-first";5;6;6;6;5;7;6;7;4;5;"3";"1";"2";"1";"1";"3";"1";"1";"3";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"4";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"3";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";5;"0";1;"byui";"byui";5,66666666666667;5,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"10";"3/17/2017";"ms";"pro-first";9;9;9;9;9;4;1;5;1;1;"3";"1";"2";"1";"1";"4";"1";"2";"3";"1";"2";"1";"2";"1";"3";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"4";"1";"3";"1";"3";"1";"1";"1";"1";"1";"1";"4";"4";"1";"4";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"4";"4";"1";"1";"1";"4";"1";"3";"1";"2";"1";"1";9;"0";1;"byui";"byui";9;2,33333333333333;6,66666666666667;TRUE;TRUE;TRUE;1;1
"11";"3/17/2017";"tv";"anti-first";7;8;7;9;7;7;7;7;9;7;"1";"1";"2";"1";"1";"5";"1";"1";"4";"1";"1";"1";"1";"4";"1";"1";"3";"4";"5";"1";"1";"1";"4";"1";"1";"1";"1";"4";"5";"1";"1";"1";"1";"5";"2";"1";"5";"5";"1";"1";"2";"1";"1";"1";"1";"1";"1";"3";"1";"4";"5";"3";"1";"2";"1";"3";"1";"3";"4";"2";"1";"3";8;"0";1;"byui";"byui";7,66666666666667;7,66666666666667;0;TRUE;FALSE;FALSE;1;0
"12";"3/17/2017";"tv";"pro-first";7;7;8;9;9;6;5;6;5;5;"3";"4";"2";"3";"1";"2";"2";"1";"3";"1";"2";"2";"2";"1";"3";"1";"3";"1";"3";"2";"1";"1";"1";"2";"1";"2";"2";"1";"3";"1";"1";"1";"2";"3";"1";"1";"1";"1";"1";"2";"4";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"3";"2";"1";"3";"1";"1";7;"0";1;"byui";"byui";8,66666666666667;5,33333333333333;3,33333333333333;TRUE;TRUE;TRUE;1;1
"13";"3/17/2017";"tv";"anti-first";7;7;6;7;6,5;7;7;6;7;6,5;"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";NA;"1";"4";"1";"2";"3";"1";"1";"2";"1";"2";"3";"1";"1";"2";"3";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"4";"2";"2";"1";"1";"2";"1";"2";"1";"1";"3";"2";"1";"1";"1";"2";"1";"2";"3";"1";"1";"1";5;"0";1;"byui";"byui";6,5;6,5;0;TRUE;TRUE;FALSE;1;1
"14";"3/17/2017";"ms";"pro-first";7;7;7;8;6;6;5;6;6;5;"3";"1";"4";"1";"1";"5";"2";"5";"5";"1";"5";"1";"1";"1";"1";"2";"1";"3";"1";"1";"3";"1";"1";"1";"3";"4";"4";"4";"4";"1";"1";"1";"1";"1";"4";"1";"4";"5";"2";"4";"1";"1";"5";"1";"3";"1";"1";"4";"3";"4";"5";"4";"4";"1";"1";"5";"1";"1";"1";"1";"1";"1";9;"0";1;"byui";"byui";7;5,66666666666667;1,33333333333333;TRUE;TRUE;TRUE;1;1
"15";"3/17/2017";"tv";"pro-first";7;7;7;7;7;6;6;5;6;5;"4";"1";"5";"1";"1";"5";"1";"4";"5";"1";"5";"1";"1";"3";"3";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"5";"3";"5";"4";"1";"1";"1";"1";"1";"4";"1";"5";"4";"1";"4";"1";"1";"4";"1";"3";"1";"1";"5";"3";"4";"4";"3";"1";"1";"1";"5";"1";"1";"2";"1";"1";"1";7;"0";1;"byui";"byui";7;5,33333333333333;1,66666666666667;TRUE;TRUE;TRUE;1;1
"16";"3/17/2017";"ms";"anti-first";7;6;7;7;6;8;3;7;6;6;"3";"2";"2";"1";"1";"4";"1";"3";"4";"1";"3";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"5";"3";"1";"1";"1";"1";"1";"1";"1";"3";"4";"1";"4";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"4";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";7;"0";1;"byui";"byui";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;TRUE;TRUE;1;1
"17";"3/17/2017";"ms";"pro-first";8;8;9;9;8;6;4;6;3;4;"4";"1";"1";"2";"1";"4";"2";"4";"4";"2";"4";"2";"1";"3";"2";"1";"2";"1";"2";"3";"5";"1";"3";"2";"1";"3";"2";"4";"5";"1";"1";"1";"1";"2";"1";"1";"4";"4";"2";"3";"1";"1";"3";"1";"3";"1";"2";"4";"3";"3";"3";"4";"3";"1";"1";"4";"2";"1";"2";"3";"1";"1";1;"0";1;"byui";"byui";8,66666666666667;4,33333333333333;4,33333333333333;TRUE;TRUE;FALSE;1;1
"18";"3/17/2017";"ms";"anti-first";7;9;7;9;7;2;2;3;2;4;"4";"1";"1";"2";"1";"5";"1";"2";"4";"1";"3";"1";"2";"2";"1";"1";"1";"1";"1";"2";"3";"1";"1";"3";"1";"4";"3";"5";"3";"2";"1";"1";"1";"1";"2";"1";"2";"4";"2";"5";"1";"1";"2";"1";"1";"1";"1";"4";"1";"2";"5";"3";"2";"1";"1";"4";"1";"2";"1";"1";"1";"1";8;"0";1;"byui";"byui";7,66666666666667;3;4,66666666666667;TRUE;TRUE;TRUE;1;1
"19";"3/17/2017";"tv";"anti-first";8;7;7;7;6;6;4;3;3;3;"3";"3";"4";"3";"1";"4";"3";"2";"3";"3";"2";"3";"2";"2";"2";"1";"3";"1";"2";"2";"4";"1";"2";"3";"2";"2";"3";"4";"4";"1";"2";"2";"1";"2";"3";"1";"3";"3";"1";"2";"2";"2";"2";"1";"3";"1";"3";"2";"3";"3";"2";"2";"2";"2";"2";"2";"3";"1";"2";"2";"1";"1";8;"0";1;"byui";"byui";6,66666666666667;3;3,66666666666667;TRUE;TRUE;TRUE;1;1
"20";"3/17/2017";"tv";"pro-first";8;8;7;8;7;5;4;4;3;3;"3";"1";"5";"1";"1";"3";"1";"2";"3";"1";"3";"1";"1";"4";"1";"1";"2";"3";"1";"2";"2";"1";"2";"1";"1";"3";"3";"3";"4";"1";"1";"1";"1";"1";"4";"1";"2";"2";"1";"2";"2";"1";"3";"1";"3";"1";"1";"3";"2";"3";"2";"3";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";9;"0";1;"byui";"byui";7,33333333333333;3,33333333333333;4;TRUE;TRUE;TRUE;1;1
"21";"3/17/2017";"tv";"pro-first";9;9;9;6;6;7;7;7;7;8;"4";"1";"4";"1";"1";"5";"1";"4";"4";"1";"4";"1";"2";"3";"1";"1";"1";"3";"1";"1";"3";"1";"3";"1";"1";"5";"3";"4";"3";"1";"1";"1";"1";"1";"3";"2";"4";"3";"1";"3";"2";"1";"3";"1";"4";"1";"1";"5";"3";"5";"4";"3";"3";"2";"1";"4";"1";"1";"2";"1";"1";"1";9;"0";1;"byui";"byui";7;7,33333333333333;-0,333333333333333;TRUE;TRUE;TRUE;1;1
"22";"3/18/2017";"ms";"anti-first";7;6;5;7;4;4;3;2;5;2;"4";"1";"4";"2";"1";"4";"2";"4";"3";"1";"4";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"4";"3";"4";"5";"1";"1";"1";"2";"2";"1";"1";"5";"2";"1";"2";"1";"1";"2";"1";"4";"1";"1";"4";"3";"3";"3";"3";"3";"1";"1";"2";"2";"1";"2";"2";"1";"1";9;"0";1;"byui";"byui";5,33333333333333;3;2,33333333333333;TRUE;TRUE;TRUE;1;1
"23";"3/18/2017";"tv";"anti-first";8;9;7;6;8;3;1;5;4;2;"3";"1";"4";"2";"1";"4";"2";"2";"4";"1";"3";"1";"2";"3";"2";"3";"2";"2";"2";"1";"1";"1";"3";"3";"3";"3";"3";"4";"3";"2";"1";"1";"1";"2";"4";"1";"4";"2";"2";"4";"2";"1";"2";"1";"3";"1";"2";"3";"1";"3";"3";"2";"3";"1";"1";"4";"2";"4";"2";"2";"1";"1";9;"0";1;"byui";"byui";7;3,66666666666667;3,33333333333333;TRUE;TRUE;TRUE;1;1
"24";"3/18/2017";"ms";"pro-first";9;9;9;9;9;8;8;9;8;9;"2";"2";"4";"1";"3";"4";"1";"3";"4";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"1";"2";"4";"2";"1";"1";"1";"4";"1";"1";"1";"1";"3";"1";"3";"3";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";7;"0";1;"byui";"byui";9;8,66666666666667;0,333333333333334;TRUE;TRUE;TRUE;1;1
"25";"3/18/2017";"ms";"pro-first";5;4;7;7;6;7;7;7;7;7;"1";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"2";"1";"2";"3";"1";"1";5;"0";1;"byui";"byui";6,66666666666667;7;-0,333333333333333;TRUE;TRUE;FALSE;1;1
"26";"3/18/2017";"ms";"anti-first";8;8;8;8;8;1;1;1;1;1;"4";"1";"3";"2";"2";"4";"2";"4";"4";"2";"4";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"4";"5";"5";"2";"1";"1";"1";"2";"1";"2";"1";"5";"4";"2";"3";"1";"1";"2";"1";"4";"1";"2";"4";"4";"3";"3";"4";"2";"1";"2";"4";"2";"1";"2";"2";"1";"1";8;"0";1;"byui";"byui";8;1;7;TRUE;TRUE;TRUE;1;1
"27";"3/18/2017";"tv";"anti-first";8;8;7;7;7;4;5;4;3;3;"4";"1";"4";"1";"1";"4";"1";"5";"3";"1";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"4";"1";"3";"1";"3";"5";"3";"4";"4";"1";"1";"1";"1";"1";"3";"1";"4";"4";"1";"3";"1";"1";"3";"1";"3";"1";"1";"4";"2";"3";"4";"4";"4";"1";"1";"3";"1";"3";"1";"1";"2";"1";3;"0";1;"byui";"byui";7;3,33333333333333;3,66666666666667;TRUE;FALSE;FALSE;0;1
"28";"3/18/2017";"tv";"pro-first";7;7;7;6;6;3;4;3;3;4;"3";"1";"3";"1";"1";"4";"1";"3";"3";"1";"2";"1";"2";"4";"1";"2";"3";"1";"1";"2";"3";"2";"4";"2";"2";"3";"2";"2";"3";"2";"1";"1";"1";"1";"2";"1";"4";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"3";"1";"2";"1";6;"0";1;"byui";"byui";6,33333333333333;3,33333333333333;3;TRUE;FALSE;FALSE;0;1
"29";"3/18/2017";"ms";"pro-first";8;9;8;8;8;7;6;7;6;7;"3";"2";"1";"1";"1";"3";"1";"1";"5";"1";"1";"1";"2";"3";"3";"1";"2";"1";"5";"2";"1";"1";"2";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"5";"1";"1";"3";"5";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";8;"0";1;"byui";"byui";8;6,66666666666667;1,33333333333333;TRUE;TRUE;TRUE;1;1
"30";"3/18/2017";"tv";"pro-first";8;8;7;9;7;9;6;7;8;7;"4";"1";"4";"1";"1";"3";"1";"4";"5";"1";"5";"1";"4";"1";"3";"1";"1";"3";"2";"3";"3";"3";"1";"1";"3";"5";"4";"4";"4";"1";"1";"1";"1";"2";"2";"1";"3";"4";"4";"4";"1";"1";"5";"1";"4";"1";"1";"4";"4";"4";"2";"4";"4";"2";"1";"5";"2";"1";"1";"1";"1";"1";5;"0";1;"byui";"byui";7,66666666666667;7,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"31";"3/18/2017";"ms";"anti-first";7;8;6;9;5;6;6;4;7;5;"5";"1";"4";"1";"1";"4";"1";"4";"3";"2";"5";"1";"2";"3";"2";"1";"3";"4";"1";"1";"4";"2";"3";"1";"2";"5";"4";"4";"5";"2";"1";"1";"1";"1";"2";"2";"5";"5";"2";"4";"1";"1";"4";"1";"4";"1";"1";"5";"4";"4";"4";"5";"4";"1";"1";"3";"1";"1";"2";"1";"1";"1";9;"0";1;"byui";"byui";6,66666666666667;5,33333333333333;1,33333333333333;TRUE;TRUE;TRUE;1;1
"32";"3/18/2017";"tv";"anti-first";6;6;5;6;5;7;6;7;7;5;"3";"3";"3";"1";"1";"4";"1";"3";"4";"1";"3";"1";"2";"3";"2";"1";"2";"2";"1";"2";"3";"2";"3";"1";"1";"4";"2";"4";"3";"1";"1";"1";"1";"1";"1";"1";"3";"4";"2";"3";"2";"1";"4";"1";"1";"1";"1";"2";"1";"1";"4";"3";"3";"1";"1";"4";"1";"1";"3";"1";"1";"1";7;"0";1;"byui";"byui";5,33333333333333;6,33333333333333;-1;TRUE;TRUE;TRUE;1;1
"33";"3/18/2017";"ms";"anti-first";9;9;9;9;9;3;3;3;3;3;"4";"1";"5";"1";"1";"5";"2";"4";"4";"1";"4";"4";"2";"3";"1";"1";"1";"3";"1";"1";"4";"1";"4";"1";"3";"4";"4";"5";"3";"3";"1";"1";"1";"1";"3";"2";"5";"4";"1";"4";"1";"2";"5";"1";"5";"1";"1";"5";"4";"4";"5";"5";"4";"1";"1";"3";"2";"2";"3";"1";"2";"1";8;"0";1;"byui";"byui";9;3;6;TRUE;FALSE;FALSE;0;1
"34";"3/17/2017";"tv";"pro-first";5;7;3;3;3;2;2;7;2;7;"2";"3";"3";"2";"5";"3";"2";"1";"2";"2";"2";"1";"1";"5";"1";"1";"5";"1";"1";"2";"1";"4";"5";"1";"2";"1";"1";"1";"3";"2";"3";"1";"3";"3";"3";"1";"2";"2";"2";"1";"4";"4";"1";"3";"2";"4";"1";"1";"3";"3";"2";"1";"2";"2";"1";"1";"5";"1";"5";"2";"1";"1";9;"0";1;"byui";"byui";3;5,33333333333333;-2,33333333333333;TRUE;TRUE;TRUE;1;1
"35";"3/18/2017";"ms";"pro-first";6;5;5;7;6;3;3;5;4;3;"3";"1";"5";"1";"1";"2";"2";"5";"4";"1";"4";"2";"2";"2";"1";"1";"1";"5";"1";"1";"4";"1";"1";"1";"3";"5";"5";"5";"5";"1";"1";"1";"1";"1";"5";"1";"3";"4";"4";"4";"1";"1";"4";"1";"5";"2";"1";"5";"5";"5";"3";"5";"5";"1";"1";"5";"1";"1";"1";"1";"1";"1";7;"0";1;"byui";"byui";6;4;2;TRUE;TRUE;TRUE;1;1
